Open,Close,High,Low,Volume,Date
96,96.15,96,96,,01/04/18
97.5,96.45,97.5,97.5,,01/03/18
0,96.65,0,0,,01/02/18
0,94.8,0,0,,12/29/17
0,94.8,0,0,,12/28/17
0,94.8,0,0,,12/27/17
0,94.8,0,0,,12/26/17
0,94.8,0,0,,12/22/17
0,94.8,0,0,,12/21/17
0,94.85,0,0,,12/20/17
0,94.85,0,0,,12/19/17
0,95.1,0,0,,12/18/17
0,95.15,0,0,,12/15/17
0,95.1,0,0,,12/14/17
0,95,0,0,,12/13/17
95.4,95.3,95.65,95.25,,12/12/17
94.5,94.7,94.5,94.5,,12/11/17
93.85,94.4,94,93.85,,12/08/17
0,93.7,0,0,,12/07/17
93.25,93.9,93.25,93.25,,12/06/17
93.75,93.35,93.75,93.75,,12/05/17
93.4,93.55,93.4,93.4,,12/04/17
0,92.7,0,0,,12/01/17
93,92.7,93,92.65,,11/30/17
92.9,93,93,92.9,,11/29/17
91.9,92.05,92,91.9,,11/28/17
91.75,91.85,91.75,91.75,,11/27/17
0,92.15,0,0,,11/24/17
0,94.1,0,0,,11/23/17
0,93.9,0,0,,11/22/17
0,93.8,0,0,,11/21/17
0,94.05,0,0,,11/20/17
0,93.8,0,0,,11/17/17
0,93.95,0,0,,11/16/17
0,93.85,0,0,,11/15/17
0,94.25,0,0,,11/14/17
0,94.75,0,0,,11/13/17
0,95.35,0,0,,11/10/17
0,94.7,0,0,,11/09/17
94.75,94.95,94.75,94.25,,11/08/17
0,94.8,0,0,,11/07/17
95,94.75,95,95,,11/06/17
0,94,0,0,,11/03/17
0,95.05,0,0,,11/02/17
0,95.25,0,0,,11/01/17
93.5,94.8,94.25,93.5,,10/31/17
92.75,93.05,93,92.75,,10/30/17
0,92.5,0,0,,10/27/17
0,92.15,0,0,,10/26/17
0,91.95,0,0,,10/25/17
0,92.35,0,0,,10/24/17
0,91.8,0,0,,10/23/17
92,91.95,92,92,,10/20/17
0,91.85,0,0,,10/19/17
92.5,92.5,92.5,92.5,,10/18/17
92,92.3,92,92,,10/17/17
92,92.05,92,92,,10/16/17
0,91.2,0,0,,10/13/17
91,91.4,91.25,91,,10/12/17
90.6,90.55,90.7,90,,10/11/17
90.85,90.85,90.85,90.85,,10/10/17
90.25,90.8,90.25,90.25,,10/09/17
91,90.8,91,90.95,,10/06/17
0,92.25,0,0,,10/05/17
92.85,92.5,92.9,92.85,,10/04/17
0,91.8,0,0,,10/03/17
0,90.65,0,0,,10/02/17
0,88.4,0,0,,09/29/17
0,91.45,0,0,,09/28/17
0,91.5,0,0,,09/27/17
0,91.75,0,0,,09/26/17
0,92.75,0,0,,09/25/17
0,91.75,0,0,,09/22/17
0,91.6,0,0,,09/21/17
0,92.25,0,0,,09/20/17
0,92.35,0,0,,09/19/17
0,91.65,0,0,,09/18/17
0,91.7,0,0,,09/15/17
0,91.8,0,0,,09/14/17
0,91.25,0,0,,09/13/17
0,90,0,0,,09/12/17
0,90.15,0,0,,09/11/17
0,89.8,0,0,,09/08/17
0,89.15,0,0,,09/07/17
0,89.15,0,0,,09/06/17
0,89.15,0,0,,09/05/17
88.2,88.6,88.35,88.2,,09/04/17
87.8,88.05,88.4,87.8,,09/01/17
88.25,87.65,88.25,88,,08/31/17
89,89.1,89,89,,08/30/17
89.9,89.55,89.9,89.25,,08/29/17
0,89,0,0,,08/28/17
0,88.5,0,0,,08/25/17
0,85.15,0,0,,08/24/17
0,85.4,0,0,,08/23/17
0,85.25,0,0,,08/22/17
0,85.2,0,0,,08/21/17
0,86.25,0,0,,08/18/17
0,86.1,0,0,,08/17/17
0,85.35,0,0,,08/16/17
0,84.75,0,0,,08/15/17
0,85.4,0,0,,08/14/17
0,85.1,0,0,,08/11/17
0,84.4,0,0,,08/10/17
84.05,84.1,84.05,84.05,,08/09/17
83.65,83.5,83.65,83.55,,08/08/17
0,84,0,0,,08/07/17
0,83.6,0,0,,08/04/17
82.2,82.8,82.6,82.2,,08/03/17
82,82.1,82,82,,08/02/17
82.95,82.25,82.95,82.95,,08/01/17
0,83.25,0,0,,07/31/17
0,82.4,0,0,,07/28/17
0,83.5,0,0,,07/27/17
0,83.5,0,0,,07/26/17
0,83.55,0,0,,07/25/17
0,83.45,0,0,,07/24/17
0,83.6,0,0,,07/21/17
0,83.4,0,0,,07/20/17
0,83,0,0,,07/19/17
0,83.4,0,0,,07/18/17
0,83.5,0,0,,07/17/17
0,83.3,0,0,,07/14/17
84.15,83.15,84.15,83.25,,07/13/17
84.5,84.3,84.5,84.5,,07/12/17
0,84.65,0,0,,07/11/17
84.9,84.65,84.9,84.9,,07/10/17
0,85.45,0,0,,07/07/17
84.4,85.5,85.5,84.4,,07/06/17
0,84.05,0,0,,07/05/17
0,81.75,0,0,,07/04/17
0,80.7,0,0,,07/03/17
0,79.45,0,0,,06/30/17
0,79,0,0,,06/29/17
0,79.05,0,0,,06/28/17
0,79.1,0,0,,06/27/17
0,78.9,0,0,,06/26/17
0,78.85,0,0,,06/23/17
0,78.9,0,0,,06/22/17
0,79.05,0,0,,06/21/17
0,79.05,0,0,,06/20/17
0,79.15,0,0,,06/19/17
0,78.55,0,0,,06/16/17
0,78.3,0,0,,06/15/17
0,78.15,0,0,,06/14/17
0,78.75,0,0,,06/13/17
0,78.65,0,0,,06/12/17
78.5,78.55,78.75,78.5,,06/09/17
78.25,78.5,78.25,78.25,,06/08/17
78,77.85,78.25,78,,06/07/17
78,77.4,78.15,77.45,,06/06/17
77.75,77.85,77.75,77.75,,06/05/17
0,77.5,0,0,,06/02/17
76.8,77.3,77.1,76.7,,06/01/17
77,76.55,77,77,,05/31/17
0,77.75,0,0,,05/30/17
0,76.2,0,0,,05/29/17
0,76.2,0,0,,05/26/17
0,74.2,0,0,,05/25/17
0,74.25,0,0,,05/24/17
0,74.25,0,0,,05/23/17
0,74.95,0,0,,05/22/17
0,74.2,0,0,,05/19/17
0,74.1,0,0,,05/18/17
0,73.55,0,0,,05/17/17
0,73.25,0,0,,05/16/17
72.75,72.75,72.75,72.75,,05/15/17
0,72.7,0,0,,05/12/17
0,72.65,0,0,,05/11/17
0,73.1,0,0,,05/10/17
0,72.8,0,0,,05/09/17
0,72.7,0,0,,05/08/17
73.25,73.5,73.25,73.25,,05/05/17
0,73.55,0,0,,05/04/17
74,74.15,74,74,,05/03/17
74.1,74.3,74.2,74.1,,05/02/17
0,74.3,0,0,,05/01/17
0,74.3,0,0,,04/28/17
0,75.9,0,0,,04/27/17
0,75.35,0,0,,04/26/17
75.4,75.25,75.4,75.35,,04/25/17
75.45,75.25,75.45,75.45,,04/24/17
0,75.45,0,0,,04/21/17
0,75.55,0,0,,04/20/17
0,75.3,0,0,,04/19/17
0,75.65,0,0,,04/18/17
0,75.45,0,0,,04/17/17
0,75.45,0,0,,04/13/17
0,74.9,0,0,,04/12/17
75.1,75.1,75.1,75.1,,04/11/17
76.05,75.5,76.05,75.5,,04/10/17
0,76.65,0,0,,04/07/17
0,77.8,0,0,,04/06/17
77.1,77.25,77.1,77.1,,04/05/17
77.1,76.15,77.9,77.1,,04/04/17
0,76.8,0,0,,04/03/17
0,72.65,0,0,,03/31/17
0,73.7,0,0,,03/30/17
0,73.7,0,0,,03/29/17
0,73.7,0,0,,03/28/17
0,73.55,0,0,,03/27/17
74,73.45,74,74,,03/24/17
0,73.8,0,0,,03/23/17
0,73.65,0,0,,03/22/17
0,73.8,0,0,,03/21/17
0,74.15,0,0,,03/20/17
0,74.85,0,0,,03/17/17
0,74.7,0,0,,03/16/17
0,75.15,0,0,,03/15/17
0,75.25,0,0,,03/14/17
0,75.85,0,0,,03/13/17
75.6,75.35,75.6,75.3,,03/10/17
0,74.7,0,0,,03/09/17
0,76.1,0,0,,03/08/17
0,75.8,0,0,,03/07/17
0,76.8,0,0,,03/06/17
77.55,76.9,77.55,77,,03/03/17
78,77.95,78,77.85,,03/02/17
78.1,78.8,78.65,78.1,,03/01/17
78.1,77.9,78.15,77.9,,02/28/17
79.05,78.65,79.05,78.4,,02/27/17
0,79.85,0,0,,02/24/17
0,82.1,0,0,,02/23/17
0,82.1,0,0,,02/22/17
0,82.2,0,0,,02/21/17
0,82.2,0,0,,02/20/17
0,81.8,0,0,,02/17/17
0,81.75,0,0,,02/16/17
0,81.5,0,0,,02/15/17
80.25,80.5,80.75,80.25,,02/14/17
80.45,80.5,80.45,80.45,,02/13/17
81.05,81.2,81.1,81,,02/10/17
0,82.8,0,0,,02/09/17
83.75,83.1,83.75,83.7,,02/08/17
0,84.1,0,0,,02/07/17
84.15,84.3,84.3,84.15,,02/06/17
0,84.55,0,0,,02/03/17
85.25,85.1,85.3,85.25,,02/02/17
85.7,84.65,85.7,85.5,,02/01/17
83.75,85.3,83.75,83.75,,01/31/17
82,82.3,82.5,82,,01/30/17
88.6,80.85,88.6,88.5,,01/27/17
0,88.5,0,0,,01/26/17
0,88.85,0,0,,01/25/17
0,89.2,0,0,,01/24/17
90,89.3,90,89.6,,01/23/17
0,89.2,0,0,,01/20/17
0,88.55,0,0,,01/19/17
0,89.95,0,0,,01/18/17
0,89.8,0,0,,01/17/17
0,88.05,0,0,,01/16/17
0,88.2,0,0,,01/13/17
88.6,88.6,88.6,88.5,,01/12/17
88.75,88.7,88.75,88.75,,01/11/17
0,86.4,0,0,,01/10/17
0,84.05,0,0,,01/09/17
0,84.75,0,0,,01/06/17
0,85.75,0,0,,01/05/17
83.25,84.2,83.75,83.25,,01/04/17
84,82.5,84,82.5,,01/03/17
0,90.2,0,0,,12/30/16
0,90.6,0,0,,12/29/16
0,90.6,0,0,,12/28/16
0,90.05,0,0,,12/27/16
0,90.05,0,0,,12/23/16
0,90,0,0,,12/22/16
0,90.25,0,0,,12/21/16
0,90,0,0,,12/20/16
89,89.05,89,89,,12/19/16
0,89.4,0,0,,12/16/16
0,90.1,0,0,,12/15/16
0,88.9,0,0,,12/14/16
0,87.55,0,0,,12/13/16
86.2,86.5,86.2,86.2,,12/12/16
0,83.95,0,0,,12/09/16
0,82.6,0,0,,12/08/16
80.5,80.65,80.5,80,,12/07/16
0,79.25,0,0,,12/06/16
0,83.1,0,0,,12/05/16
84.15,84.1,84.15,84.15,,12/02/16
0,85.15,0,0,,12/01/16
0,85.6,0,0,,11/30/16
0,84.75,0,0,,11/29/16
0,84.35,0,0,,11/28/16
0,82.4,0,0,,11/25/16
0,86.65,0,0,,11/24/16
0,85.05,0,0,,11/23/16
0,87.15,0,0,,11/22/16
0,86.8,0,0,,11/21/16
0,86.35,0,0,,11/18/16
86.5,86.5,86.5,86.5,,11/17/16
87,86.5,87,86.5,,11/16/16
0,88.2,0,0,,11/15/16
0,87.95,0,0,,11/14/16
0,89.4,0,0,,11/11/16
0,88.9,0,0,,11/10/16
0,89.55,0,0,,11/09/16
87,87.1,87,87,,11/08/16
88,87.75,88,88,,11/07/16
0,87.05,0,0,,11/04/16
85.6,85.5,86,85.6,,11/03/16
85,84.6,85.75,85,,11/02/16
86.3,85.9,86.3,86,,11/01/16
0,84.35,0,0,,10/31/16
0,82.35,0,0,,10/28/16
0,79.45,0,0,,10/27/16
0,79.5,0,0,,10/26/16
0,79.25,0,0,,10/25/16
0,79.25,0,0,,10/24/16
0,79.15,0,0,,10/21/16
0,78.5,0,0,,10/20/16
79.8,78.25,79.8,79.5,,10/19/16
0,80.1,0,0,,10/18/16
0,77.45,0,0,,10/17/16
0,75.75,0,0,,10/14/16
75.6,75,75.6,75.6,,10/13/16
74.4,74.9,75,74.4,,10/12/16
74.25,74.3,74.45,74.2,,10/11/16
0,75.65,0,0,,10/10/16
77,76.75,77,77,,10/07/16
0,77.2,0,0,,10/06/16
0,75.7,0,0,,10/05/16
0,75.6,0,0,,10/04/16
73.1,74.75,73.5,73.1,,10/03/16
0,70.75,0,0,,09/30/16
0,62.85,0,0,,09/29/16
0,62.8,0,0,,09/28/16
0,62.25,0,0,,09/27/16
0,62.55,0,0,,09/26/16
0,62.6,0,0,,09/23/16
0,62.1,0,0,,09/22/16
0,62.25,0,0,,09/21/16
0,61.5,0,0,,09/20/16
0,61.5,0,0,,09/19/16
0,61.1,0,0,,09/16/16
0,61.1,0,0,,09/15/16
0,60.5,0,0,,09/14/16
0,60.8,0,0,,09/13/16
0,60.35,0,0,,09/12/16
0,60.1,0,0,,09/09/16
0,59.85,0,0,,09/08/16
60.7,60.5,60.7,60.7,,09/07/16
0,61.75,0,0,,09/06/16
0,61.55,0,0,,09/05/16
0,61.9,0,0,,09/02/16
0,61.25,0,0,,09/01/16
0,61.3,0,0,,08/31/16
0,61.2,0,0,,08/30/16
0,59.75,0,0,,08/29/16
0,59.75,0,0,,08/26/16
0,60.2,0,0,,08/25/16
0,59.9,0,0,,08/24/16
0,60.05,0,0,,08/23/16
0,60.35,0,0,,08/22/16
0,60.1,0,0,,08/19/16
0,60.5,0,0,,08/18/16
0,61.05,0,0,,08/17/16
0,61.05,0,0,,08/16/16
0,61,0,0,,08/15/16
0,61.45,0,0,,08/12/16
60.3,61,60.3,60.3,,08/11/16
0,59.7,0,0,,08/10/16
0,60.8,0,0,,08/09/16
0,60.15,0,0,,08/08/16
58.75,57.75,58.75,58.35,,08/05/16
60.4,59.15,60.4,60.25,,08/04/16
61.2,61.1,61.2,61.1,,08/03/16
0,61.6,0,0,,08/02/16
0,61.75,0,0,,08/01/16
0,61.6,0,0,,07/29/16
0,57.15,0,0,,07/28/16
0,57.2,0,0,,07/27/16
0,57.1,0,0,,07/26/16
0,57,0,0,,07/25/16
0,56.7,0,0,,07/22/16
0,56.95,0,0,,07/21/16
0,56.95,0,0,,07/20/16
0,57.15,0,0,,07/19/16
0,57.6,0,0,,07/18/16
0,57.95,0,0,,07/15/16
0,58.1,0,0,,07/14/16
0,58.2,0,0,,07/13/16
0,57.7,0,0,,07/12/16
0,56.35,0,0,,07/11/16
0,56.45,0,0,,07/08/16
0,57.1,0,0,,07/07/16
0,56.55,0,0,,07/06/16
0,56.55,0,0,,07/05/16
0,57.05,0,0,,07/04/16
0,56.4,0,0,,07/01/16
0,55,0,0,,06/30/16
0,53.75,0,0,,06/29/16
0,53.45,0,0,,06/28/16
53.15,53,53.15,53.15,,06/27/16
0,54.3,0,0,,06/24/16
0,51.3,0,0,,06/23/16
0,51.3,0,0,,06/22/16
0,51.2,0,0,,06/21/16
0,51.5,0,0,,06/20/16
51,50.9,51,51,,06/17/16
0,50.7,0,0,,06/16/16
0,50.6,0,0,,06/15/16
0,50.45,0,0,,06/14/16
0,50.4,0,0,,06/13/16
50.8,50.35,50.8,50.8,,06/10/16
50.85,50.75,50.85,50.85,,06/09/16
0,51,0,0,,06/08/16
52,51.95,52,52,,06/07/16
53,52.6,53,53,,06/06/16
51.9,51.8,51.9,51.9,,06/03/16
0,51.1,0,0,,06/02/16
0,50.75,0,0,,06/01/16
0,51.15,0,0,,05/31/16
0,50.9,0,0,,05/30/16
0,50.9,0,0,,05/27/16
0,48.2,0,0,,05/26/16
0,48.05,0,0,,05/25/16
0,47.9,0,0,,05/24/16
0,47.8,0,0,,05/23/16
48,48,48.15,48,,05/20/16
48,47.85,48,47.85,,05/19/16
47.95,48.05,47.95,47.95,,05/18/16
48.3,48.25,48.3,48.3,,05/17/16
48.2,48.2,48.2,48.2,,05/16/16
0,47.9,0,0,,05/13/16
48.1,47.9,48.1,47.95,,05/12/16
47.7,47.85,47.75,47.7,,05/11/16
0,47.35,0,0,,05/10/16
47.3,47.2,47.3,47.3,,05/09/16
47.2,47.25,47.4,47.2,,05/06/16
0,46.4,0,0,,05/05/16
0,45.8,0,0,,05/04/16
0,45.45,0,0,,05/03/16
0,45.85,0,0,,05/02/16
0,45.85,0,0,,04/29/16
0,45.75,0,0,,04/28/16
0,45.7,0,0,,04/27/16
0,45.7,0,0,,04/26/16
0,45.65,0,0,,04/25/16
0,45.65,0,0,,04/22/16
0,45.55,0,0,,04/21/16
0,45.75,0,0,,04/20/16
0,46.05,0,0,,04/19/16
0,46.05,0,0,,04/18/16
0,45.75,0,0,,04/15/16
0,45.6,0,0,,04/14/16
0,44.85,0,0,,04/13/16
0,44.85,0,0,,04/12/16
0,44.95,0,0,,04/11/16
0,44.7,0,0,,04/08/16
0,43.95,0,0,,04/07/16
0,44.45,0,0,,04/06/16
0,44.7,0,0,,04/05/16
0,44.6,0,0,,04/04/16
0,44.85,0,0,,04/01/16
0,44.95,0,0,,03/31/16
0,44.6,0,0,,03/30/16
0,44.45,0,0,,03/29/16
0,44.6,0,0,,03/28/16
0,44.6,0,0,,03/24/16
0,46.25,0,0,,03/23/16
0,46.3,0,0,,03/22/16
0,46.55,0,0,,03/21/16
0,46.6,0,0,,03/18/16
0,46.4,0,0,,03/17/16
0,45.95,0,0,,03/16/16
0,45.9,0,0,,03/15/16
0,45.9,0,0,,03/14/16
0,46.4,0,0,,03/11/16
0,46.55,0,0,,03/10/16
0,46.55,0,0,,03/09/16
0,46.3,0,0,,03/08/16
0,46.7,0,0,,03/07/16
0,46.35,0,0,,03/04/16
0,45.95,0,0,,03/03/16
0,44.7,0,0,,03/02/16
0,44.75,0,0,,03/01/16
0,44.3,0,0,,02/29/16
0,44.55,0,0,,02/26/16
0,43.8,0,0,,02/25/16
0,43.85,0,0,,02/24/16
0,44,0,0,,02/23/16
0,43.6,0,0,,02/22/16
0,43.5,0,0,,02/19/16
0,43.4,0,0,,02/18/16
0,43.55,0,0,,02/17/16
0,43.45,0,0,,02/16/16
0,43.5,0,0,,02/15/16
0,43.55,0,0,,02/12/16
0,43.6,0,0,,02/11/16
0,43.6,0,0,,02/10/16
0,43.7,0,0,,02/09/16
0,44.15,0,0,,02/08/16
0,44.15,0,0,,02/05/16
0,44.5,0,0,,02/04/16
0,45.2,0,0,,02/03/16
0,45.05,0,0,,02/02/16
0,44.3,0,0,,02/01/16
0,44.75,0,0,,01/29/16
0,45.75,0,0,,01/28/16
0,45.7,0,0,,01/27/16
0,45.7,0,0,,01/26/16
0,45.7,0,0,,01/25/16
0,45.85,0,0,,01/22/16
0,45.8,0,0,,01/21/16
0,45.45,0,0,,01/20/16
0,45.45,0,0,,01/19/16
0,45.3,0,0,,01/18/16
0,45.35,0,0,,01/15/16
0,45.7,0,0,,01/14/16
0,45.85,0,0,,01/13/16
0,46.2,0,0,,01/12/16
0,46.7,0,0,,01/11/16
0,47.15,0,0,,01/08/16
0,48.5,0,0,,01/07/16
0,48.45,0,0,,01/06/16
0,47.75,0,0,,01/05/16
0,47.7,0,0,,01/04/16
0,47.45,0,0,,12/31/15
0,47.4,0,0,,12/30/15
0,47.4,0,0,,12/29/15
0,47,0,0,,12/28/15
0,47,0,0,,12/24/15
0,47.8,0,0,,12/23/15
0,47.6,0,0,,12/22/15
0,47.6,0,0,,12/21/15
0,47.8,0,0,,12/18/15
0,47.75,0,0,,12/17/15
0,47.75,0,0,,12/16/15
0,47.7,0,0,,12/15/15
0,47.65,0,0,,12/14/15
0,47.35,0,0,,12/11/15
0,47.4,0,0,,12/10/15
0,47.45,0,0,,12/09/15
0,47.4,0,0,,12/08/15
0,47.75,0,0,,12/07/15
0,48.55,0,0,,12/04/15
0,48.95,0,0,,12/03/15
0,49.1,0,0,,12/02/15
0,49.7,0,0,,12/01/15
0,49.95,0,0,,11/30/15
0,50.3,0,0,,11/27/15
0,53.85,0,0,,11/26/15
0,53.95,0,0,,11/25/15
0,53.95,0,0,,11/24/15
0,54,0,0,,11/23/15
0,54.35,0,0,,11/20/15
0,54.55,0,0,,11/19/15
0,54.6,0,0,,11/18/15
0,54.45,0,0,,11/17/15
0,53.95,0,0,,11/16/15
0,53.45,0,0,,11/13/15
0,53.45,0,0,,11/12/15
0,53.5,0,0,,11/11/15
0,53.25,0,0,,11/10/15
0,53,0,0,,11/09/15
0,53.3,0,0,,11/06/15
0,53.15,0,0,,11/05/15
0,53.15,0,0,,11/04/15
0,53.6,0,0,,11/03/15
0,53.2,0,0,,11/02/15
0,53.25,0,0,,10/30/15
0,52.5,0,0,,10/29/15
0,52.55,0,0,,10/28/15
0,52.65,0,0,,10/27/15
0,52.45,0,0,,10/26/15
0,52.15,0,0,,10/23/15
0,51.95,0,0,,10/22/15
0,51.9,0,0,,10/21/15
0,51.9,0,0,,10/20/15
0,51.85,0,0,,10/19/15
0,51.85,0,0,,10/16/15
0,51.75,0,0,,10/15/15
0,51.65,0,0,,10/14/15
0,51.9,0,0,,10/13/15
0,52.05,0,0,,10/12/15
0,52.4,0,0,,10/09/15
0,52.15,0,0,,10/08/15
0,52.25,0,0,,10/07/15
0,52.65,0,0,,10/06/15
0,52,0,0,,10/05/15
0,51.1,0,0,,10/02/15
0,51,0,0,,10/01/15
51.6,51.4,51.6,51.6,,09/30/15
0,52.1,0,0,,09/29/15
0,52.05,0,0,,09/28/15
0,52.65,0,0,,09/25/15
0,53.85,0,0,,09/24/15
0,53.9,0,0,,09/23/15
0,53.9,0,0,,09/22/15
0,54,0,0,,09/21/15
0,54.1,0,0,,09/18/15
0,54.15,0,0,,09/17/15
0,54.15,0,0,,09/16/15
0,53.55,0,0,,09/15/15
0,53.65,0,0,,09/14/15
0,53.85,0,0,,09/11/15
0,53.8,0,0,,09/10/15
0,53.6,0,0,,09/09/15
0,53.9,0,0,,09/08/15
0,53.65,0,0,,09/07/15
0,54.55,0,0,,09/04/15
0,55.15,0,0,,09/03/15
0,54.85,0,0,,09/02/15
55.25,54.95,55.25,55.25,,09/01/15
0,54.95,0,0,,08/31/15
0,54.95,0,0,,08/28/15
0,55.8,0,0,,08/27/15
0,55.8,0,0,,08/26/15
0,55.8,0,0,,08/25/15
0,55.8,0,0,,08/24/15
0,55.9,0,0,,08/21/15
0,55.95,0,0,,08/20/15
0,55.95,0,0,,08/19/15
0,56.05,0,0,,08/18/15
0,56.3,0,0,,08/17/15
0,56.3,0,0,,08/14/15
0,56.55,0,0,,08/13/15
0,56.4,0,0,,08/12/15
0,56.4,0,0,,08/11/15
0,57.4,0,0,,08/10/15
0,57.15,0,0,,08/07/15
0,57.85,0,0,,08/06/15
56.8,57.5,56.8,56.8,,08/05/15
57.05,57.05,57.05,57.05,,08/04/15
0,56.4,0,0,,08/03/15
0,56.75,0,0,,07/31/15
0,58.45,0,0,,07/30/15
0,58.45,0,0,,07/29/15
0,58.45,0,0,,07/28/15
0,58.55,0,0,,07/27/15
0,58.55,0,0,,07/24/15
0,58.5,0,0,,07/23/15
0,58.6,0,0,,07/22/15
0,58.6,0,0,,07/21/15
0,58.55,0,0,,07/20/15
0,58.4,0,0,,07/17/15
0,58.35,0,0,,07/16/15
0,58.35,0,0,,07/15/15
58.65,58.55,58.65,58.65,,07/14/15
0,58.55,0,0,,07/13/15
0,58.75,0,0,,07/10/15
0,58.5,0,0,,07/09/15
0,58.35,0,0,,07/08/15
0,58.15,0,0,,07/07/15
0,58.5,0,0,,07/06/15
0,58.95,0,0,,07/03/15
0,59.5,0,0,,07/02/15
0,59.75,0,0,,07/01/15
59.4,60.2,60.1,59.4,,06/30/15
0,59.1,0,0,,06/29/15
0,59.1,0,0,,06/26/15
0,58.2,0,0,,06/25/15
0,58.1,0,0,,06/24/15
0,58.15,0,0,,06/23/15
0,58.3,0,0,,06/22/15
0,58,0,0,,06/19/15
0,58,0,0,,06/18/15
0,58,0,0,,06/17/15
0,57.85,0,0,,06/16/15
0,57.9,0,0,,06/15/15
0,57.75,0,0,,06/12/15
0,57.3,0,0,,06/11/15
0,56.8,0,0,,06/10/15
0,56.75,0,0,,06/09/15
0,56.8,0,0,,06/08/15
0,56.8,0,0,,06/05/15
0,56.9,0,0,,06/04/15
0,57.4,0,0,,06/03/15
0,58.2,0,0,,06/02/15
0,57.65,0,0,,06/01/15
0,58.15,0,0,,05/29/15
0,58.8,0,0,,05/28/15
0,58.8,0,0,,05/27/15
0,58.75,0,0,,05/26/15
0,58.75,0,0,,05/25/15
0,58.75,0,0,,05/22/15
0,58.75,0,0,,05/21/15
0,58.9,0,0,,05/20/15
0,58.9,0,0,,05/19/15
0,59.05,0,0,,05/18/15
0,59.05,0,0,,05/15/15
0,59.15,0,0,,05/14/15
0,59.35,0,0,,05/13/15
0,59.35,0,0,,05/12/15
0,59.5,0,0,,05/11/15
0,59.55,0,0,,05/08/15
0,59.65,0,0,,05/07/15
0,60,0,0,,05/06/15
0,60.15,0,0,,05/05/15
0,59.9,0,0,,05/04/15
0,59.9,0,0,,05/01/15
60,59.8,60,59.7,,04/30/15
0,59.95,0,0,,04/29/15
0,59.4,0,0,,04/28/15
0,59.4,0,0,,04/27/15
0,59,0,0,,04/24/15
0,59.6,0,0,,04/23/15
0,59.55,0,0,,04/22/15
0,59.75,0,0,,04/21/15
0,59.9,0,0,,04/20/15
0,59.95,0,0,,04/17/15
0,59.95,0,0,,04/16/15
0,59.6,0,0,,04/15/15
0,59.5,0,0,,04/14/15
0,59.6,0,0,,04/13/15
0,59.05,0,0,,04/10/15
0,58.4,0,0,,04/09/15
0,57.4,0,0,,04/08/15
0,57.65,0,0,,04/07/15
0,58.55,0,0,,04/06/15
0,58.55,0,0,,04/02/15
0,58.7,0,0,,04/01/15
0,58.85,0,0,,03/31/15
0,59.2,0,0,,03/30/15
0,59.4,0,0,,03/27/15
0,60.9,0,0,,03/26/15
0,61,0,0,,03/25/15
0,60.9,0,0,,03/24/15
0,60.9,0,0,,03/23/15
0,60.95,0,0,,03/20/15
0,61,0,0,,03/19/15
0,61.45,0,0,,03/18/15
0,61.35,0,0,,03/17/15
0,61.5,0,0,,03/16/15
0,61.95,0,0,,03/13/15
0,62.1,0,0,,03/12/15
0,62.1,0,0,,03/11/15
0,61.9,0,0,,03/10/15
0,61.95,0,0,,03/09/15
0,61.65,0,0,,03/06/15
0,62.6,0,0,,03/05/15
0,62.8,0,0,,03/04/15
0,62.35,0,0,,03/03/15
63.35,63.1,63.35,63.35,,03/02/15
0,63.6,0,0,,02/27/15
0,61.8,0,0,,02/26/15
0,61.6,0,0,,02/25/15
0,61.75,0,0,,02/24/15
0,62.05,0,0,,02/23/15
0,62.25,0,0,,02/20/15
0,62,0,0,,02/19/15
0,62.45,0,0,,02/18/15
0,62.45,0,0,,02/17/15
0,62.55,0,0,,02/16/15
0,62.45,0,0,,02/13/15
0,62.75,0,0,,02/12/15
0,62.15,0,0,,02/11/15
0,61.65,0,0,,02/10/15
0,61.75,0,0,,02/09/15
0,61.25,0,0,,02/06/15
0,60.8,0,0,,02/05/15
0,58.75,0,0,,02/04/15
0,58.6,0,0,,02/03/15
0,57.7,0,0,,02/02/15
0,57.15,0,0,,01/30/15
0,58.85,0,0,,01/29/15
0,58.75,0,0,,01/28/15
0,58.6,0,0,,01/27/15
0,58.55,0,0,,01/26/15
0,58.55,0,0,,01/23/15
0,58.6,0,0,,01/22/15
0,58.65,0,0,,01/21/15
0,58.1,0,0,,01/20/15
0,58.05,0,0,,01/19/15
0,57.9,0,0,,01/16/15
0,58.2,0,0,,01/15/15
0,58.8,0,0,,01/14/15
0,59.65,0,0,,01/13/15
0,59.35,0,0,,01/12/15
0,60.1,0,0,,01/09/15
0,60.6,0,0,,01/08/15
0,60.85,0,0,,01/07/15
0,62.7,0,0,,01/06/15
0,63.75,0,0,,01/05/15
0,65.5,0,0,,01/02/15
0,66.75,0,0,,12/31/14
0,66.8,0,0,,12/30/14
0,67.25,0,0,,12/29/14
0,68.5,0,0,,12/26/14
0,68.5,0,0,,12/24/14
0,71.15,0,0,,12/23/14
0,71.3,0,0,,12/22/14
0,71.25,0,0,,12/19/14
0,71.3,0,0,,12/18/14
0,71.25,0,0,,12/17/14
0,71.3,0,0,,12/16/14
0,71.55,0,0,,12/15/14
0,71.5,0,0,,12/12/14
0,71.85,0,0,,12/11/14
0,71.65,0,0,,12/10/14
0,71.8,0,0,,12/09/14
